document_title,source_url,document_type,session,date,year,question_number,asked_by,minister,section,question_text,parts_count,month,day_of_week,quarter,is_weekend,parliamentary_year,session_quarter,question_sequence,questions_per_day,mp_questions_total,mp_questions_this_year,mp_activity_rate,minister_questions_total,minister_questions_this_month,is_budget_season,is_election_year,text_length,word_count,sentence_count,avg_word_length,flesch_score,flesch_grade,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,is_yes_no_question,is_how_question,is_why_question,is_what_question,is_when_question,is_where_question,urgency_score,contains_numbers,contains_percentages,contains_money,topic_health,topic_education,topic_infrastructure,topic_agriculture,topic_mining,topic_water,topic_energy,topic_security,topic_finance,topic_governance,multi_sector_question,sector_count,dominant_sector,has_geographic_focus,mp_name,constituency,mp_cleaned_name,mp_gender,province,is_urban_constituency,is_mining_region,is_border_province,has_title,name_length,has_multiple_names,mp_minister_interactions,minister_diversity,mp_diversity,mp_rank_by_activity,minister_rank_by_workload,province_questions_total,province_mp_count,province_avg_questions_per_mp,gender_questions_total,is_female_mp,mp_question_interval,mp_avg_question_interval,mp_consistent_questioner,minister_high_pressure,end_of_year_activity,start_of_year_activity
"Tuesday, 11th December, 2018",https://www.parliament.gov.zm/node/7821,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,141,Dr Musokotwane (Liuwa),Minister of Tourism and Arts,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to promote tourism development in the Liuwa National Park; (b) if so, what the immediate, medium and long term plans are; (c) when the plans will be implemented; and (d) what benefits will accrue to residents of Liuwa from the above plans.",4,,,,0,,,,,10,,,14,,0,0,280,49,1,4.73469387755102,24.1571428571429,22.062857142857144,0.1,0.0,0.9,0.6369,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Dr Musokotwane (Liuwa),Liuwa,Musokotwane,Unknown,Unknown,0,0,0,1,11,0,3,4,11,1055.5,1520.5,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Friday, 30th April, 2021",https://www.parliament.gov.zm/node/8973,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,194,Dr Musokotwane (Liuwa),Minister of Tourism and Arts,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to declare the Barotse Flood Plains in Western Province, a world heritage site; (b) if so, when the plans will be implemented; (c) whether there are any activities that the local people will be prohibited to undertake upon the declaration of the Plains as a world heritage site; and (d) if so, what the activities are.",4,,,,0,,,,,10,,,14,,0,0,359,63,1,4.714285714285714,13.975714285714304,26.96095238095238,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Dr Musokotwane (Liuwa),Liuwa,Musokotwane,Unknown,Unknown,0,0,0,1,11,0,3,4,11,1055.5,1520.5,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Wednesday, 13th June, 2018",https://www.parliament.gov.zm/node/7534,Order Paper,SECOND SESSION OF THE TWELFTH ASSEMBLY,,,275,Dr Musokotwane (Liuwa),Minister of Tourism and Arts,QUESTIONS FOR ORAL ANSWER (STANDING ORDER NO. 30),"(a) whether the Government has any plans to construct a road around the Liuwa National Park in the Western Province to encourage investment in hotels and lodges; and (b) if so, when the plans will be implemented.",2,,,,0,,,,,10,,,14,,0,0,212,37,1,4.756756756756757,38.950270270270266,17.018378378378376,0.086,0.0,0.914,0.5106,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Dr Musokotwane (Liuwa),Liuwa,Musokotwane,Unknown,Unknown,0,0,0,1,11,0,3,4,11,1055.5,1520.5,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Tuesday, 26th January, 2021",https://www.parliament.gov.zm/node/8684,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,88,Dr Musokotwane (Liuwa),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to construct roads in the Liuwa National Park in order to spur investment and boost tourism in the Park; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why. PRESENTATION OF GOVERNMENT BILLS The Minister of Transport and Communication The Data Protection - Bill to provide for an effective system for the use and protection of personal data; regulate the collection, use, transmission, storage and otherwise processing of personal data; establish the Office of the Data Protection Commissioner and provide for its functions; the registration of data controllers and licencing of data auditors; provide for the duties of data controllers and data processors; provide for the rights of data subjects; and provide for matters connected with, or incidental to, the foregoing. (N.A.B. 28/2020) The Minister of Transport and Communication The Electronic Communications and Transactions - Bill to establish the Information and Communication Technology Association of Zambia and provide for its functions; provide for the registration of information and communications technology professionals and regulate their professional conduct in the interest of the information and communications technology sector; and provide for matters connected with, or incidental to, the foregoing.                                                                                (N.A.B. 29/2020) __________________________",3,,,,0,,,,,10,,,67,,0,0,1470,205,6,5.790243902439024,-19.794449917898163,32.830541871921184,0.052,0.01,0.937,0.7783,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3,infrastructure,0,Dr Musokotwane (Liuwa),Liuwa,Musokotwane,Unknown,Unknown,0,0,0,1,11,0,4,4,44,1055.5,930.0,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Thursday, 13th February, 2020",https://www.parliament.gov.zm/node/8281,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,136,Dr Musokotwane (Liuwa),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to complete the construction of the Libonda Secondary School in Liuwa Parliamentary Constituency; (b) if so, when the plans will be implemented; (c) if there are no such plans, why; and (d) what the way forward for the infrastructure already constructed at the School is.",4,,,,0,,,,,10,,,67,,0,0,312,52,1,5.019230769230769,17.393461538461565,23.751538461538463,0.0,0.041,0.959,-0.296,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,education,1,Dr Musokotwane (Liuwa),Liuwa,Musokotwane,Unknown,Unknown,0,0,0,1,11,0,4,4,44,1055.5,930.0,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Wednesday, 12th February, 2025",https://www.parliament.gov.zm/node/12140,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,171,Dr. Andeleki (Katombola),Minister of Energy,5. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),(a) when the Government will connect Moomba Chiefdom in Katombola Parliamentary Constituency to the national electricity grid; and (b) what the estimated cost of the project is.,2,,,,0,,,,,1,,,88,,0,0,177,27,1,5.592592592592593,19.630000000000024,17.228888888888893,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,energy,1,Dr. Andeleki (Katombola),Katombola,Andeleki,Unknown,Unknown,0,0,0,1,8,0,1,1,63,1744.0,628.5,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Thursday, 28th February, 2019",https://www.parliament.gov.zm/node/7892,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,284,Evangelist Shabula (Itezhi Tezhi),Minister of Home Affairs,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to construct a modern police station and police officers’ houses in Itezhi Tezhi District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",3,,,,0,,,,,3,,,30,,0,0,219,39,1,4.641025641025641,47.94230769230769,16.261025641025643,0.0,0.056,0.944,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Evangelist Shabula (Itezhi Tezhi),Itezhi Tezhi,Evangelist Shabula,Unknown,Unknown,0,0,0,0,18,0,2,2,26,1597.5,1268.5,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Tuesday, 26th February, 2019",https://www.parliament.gov.zm/node/7890,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,272,Evangelist Shabula (Itezhi Tezhi),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to upgrade the Itezhi Tezhi District Hospital to a general hospital to cater for the growing population; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",3,,,,0,,,,,3,,,173,,0,0,233,42,1,4.571428571428571,39.319285714285726,18.20904761904762,0.04,0.051,0.909,-0.128,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,health,1,Evangelist Shabula (Itezhi Tezhi),Itezhi Tezhi,Evangelist Shabula,Unknown,Unknown,0,0,0,0,18,0,1,2,95,1597.5,277.0,1291,196,6.586734693877551,44,0,,,0,1,0,0
"Tuesday, 26th February, 2019",https://www.parliament.gov.zm/node/7890,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,278,Evangelist Shabula (Itezhi Tezhi),Minister of Home Affairs,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to construct a correctional facility in Itezhi Tezhi District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why. ___________________________",3,,,,0,,,,,3,,,30,,0,0,219,35,2,5.285714285714286,50.452857142857155,14.91714285714286,0.0,0.062,0.937,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Evangelist Shabula (Itezhi Tezhi),Itezhi Tezhi,Evangelist Shabula,Unknown,Unknown,0,0,0,0,18,0,2,2,26,1597.5,1268.5,1291,196,6.586734693877551,44,0,,,0,0,0,0
"Thursday, 22nd June, 2023",https://www.parliament.gov.zm/node/11078,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,301,M.r Emmanuel Musonda (Lupososhi),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when the construction of the Luwingu - Lupososhi - Samfya road will resume; (b) what the cost of the project is; (c) what the time frame for the completion of the project is; and (d) what the distance of the road to be constructed is.,4,,,,0,,,,,1,,,190,,0,0,238,46,1,4.195652173913044,54.502272727272754,16.58818181818182,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,0,M.r Emmanuel Musonda (Lupososhi),Lupososhi,M.r Emmanuel Musonda,Male,Unknown,0,0,0,0,20,1,1,1,98,1744.0,95.5,1291,196,6.586734693877551,1515,0,,,0,1,0,0
"Tuesday, 10th October, 2023",https://www.parliament.gov.zm/node/11350,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,84,Mr A Banda (Chimwemwe),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to connect the following Wards in Chimwemwe Parliamentary Constituency to the Nkana Water Supply and Sanitation Company water supply system: (i) Kamatipa; (ii) Twatasha; and (iii) Itimpi; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",4,,,,0,,,,,1,,,61,,0,0,316,52,1,5.096153846153846,20.64730769230772,23.297692307692305,0.0,0.041,0.959,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,water,1,Mr A Banda (Chimwemwe),Chimwemwe,A Banda,Male,Unknown,0,0,0,1,7,0,1,1,42,1744.0,994.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Thursday, 5th March, 2020",https://www.parliament.gov.zm/node/8310,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,224,Mr A Mumba (Kantanshi),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to promote decent housing for people living in rural areas; (b) if so, when the plans will be implemented; (c) which rural areas have been earmarked for the pilot project; and (d) what the estimated cost of each housing unit under the project, is.",4,,,,0,,,,,11,,,67,,0,0,288,51,1,4.666666666666667,24.022941176470624,22.578431372549023,0.049,0.0,0.951,0.3818,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,2,5,44,1014.0,930.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Friday, 19th July, 2019",https://www.parliament.gov.zm/node/8017,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,475,Mr A Mumba (Kantanshi),Minister of Lands and Natural Resources,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) how many Zambian truckers have been hired to transport the 3,400 containers of Mukula logs transiting through Zambia from the Democratic Republic of Congo to various ports in the region; (b) if there are none, what measures are being taken to facilitate the participation of Zambian truckers in the business; and (c) what the estimated revenue, in statutory fees, to be collected at the end of the exercise is.",3,,,,0,,,,,11,,,16,,0,0,414,70,1,4.928571428571429,-6.826428571428551,31.601428571428574,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,infrastructure,1,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,1,5,15,1014.0,1460.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 11th February, 2020",https://www.parliament.gov.zm/node/8277,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,76,Mr A Mumba (Kantanshi),Minister of Finance,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) when the exercise of rebasing the Gross Domestic Product (GDP) was last undertaken; (b) whether the Government has any plans to conduct another exercise; (c) if so, when the plans will be implemented; (d) what the benefits of rebasing GDP on the fiscal space of the economy are; and (e) whether the exercise will lead to investor confidence.",5,,,,0,,,,,11,,,17,,0,0,345,59,1,4.864406779661017,3.5601694915254427,27.420000000000005,0.091,0.048,0.862,0.4215,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,6,5,10,1014.0,1444.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Thursday, 1st August, 2019",https://www.parliament.gov.zm/node/8054,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,529,Mr A Mumba (Kantanshi),Minister of Finance,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) when the exercise of rebasing the Gross Domestic Product (GDP) was last undertaken; (b) whether the Government has any plans to conduct another exercise; (c) if so, when the plans will be implemented; (d) what the benefits of rebasing the GDP on the fiscal space of the economy are; and (e) whether the exercise will lead to investor confidence.",5,,,,0,,,,,11,,,17,,0,0,349,60,1,4.833333333333333,3.5250000000000057,27.673333333333336,0.089,0.047,0.864,0.4215,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,6,5,10,1014.0,1444.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 25th February, 2020",https://www.parliament.gov.zm/node/8291,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,186,Mr A Mumba (Kantanshi),Minister of Finance,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) how many companies are under the Industrial Development Corporation (IDC); (b) of the companies above, how many are loss making; (c) what the way forward for the loss making companies, is; (d) what the total number of jobs created under the IDC was, as of March, 2019; (e) what the cause of the delay by the IDC to create more jobs is; and (f) what measures the Government is taking to accelerate job creation under the IDC.",6,,,,0,,,,,11,,,17,,0,0,428,78,1,4.5,0.765000000000029,32.53,0.088,0.081,0.831,-0.1027,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,6,5,10,1014.0,1444.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 11th December, 2018",https://www.parliament.gov.zm/node/7821,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,142,Mr A Mumba (Kantanshi),Minister of Finance,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) what the total domestic debt to contractors for road projects, countrywide, was as of 30th September, 2018; (b) whether the Government has any plans to vary road contracts and remove the Clauses requiring the Government to pay interest and stand alone time on unpaid invoices; (c) if so, when the plans will be implemented; and (d) if there are no such plans, why.",4,,,,0,,,,,11,,,17,,0,0,368,64,1,4.765625,16.296875000000014,26.885625,0.043,0.116,0.842,-0.4767,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,6,5,10,1014.0,1444.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 22nd September, 2020",https://www.parliament.gov.zm/node/8455,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,34,Mr A Mumba (Kantanshi),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) what the total number of kilometres paved under the Pave Zambia 2000 Project was, as of July, 2020; (b) what the total cost of procuring equipment for the project was; (c) which areas of the country the equipment was distributed to; (d) how many pavers were produced under the Project from 2013 to 2019, year by year; and (e) how many jobs were created as of December, 2019.",5,,,,0,,,,,11,,,67,,0,0,378,69,1,4.492753623188406,11.739130434782638,28.763478260869565,0.047,0.0,0.953,0.3182,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,1,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,2,5,44,1014.0,930.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Wednesday, 16th September, 2020",https://www.parliament.gov.zm/node/8448,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,11,Mr A Mumba (Kantanshi),Minister of Finance,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) what caused the liquidation of the Pan African Building Society by the Bank of Zambia in July, 2019; (b) what measures have been taken to ensure that the financial sector remains stable following the liquidation; (c) whether the depositors’ money has been secured; and (d) when all the depositors will be paid their money.",4,,,,0,,,,,11,,,17,,0,0,326,55,1,4.945454545454545,12.573636363636382,25.169090909090915,0.126,0.0,0.874,0.7579,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,finance,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,6,5,10,1014.0,1444.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 17th September, 2019",https://www.parliament.gov.zm/node/8079,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,6,Mr A Mumba (Kantanshi),Minister of Development Planning,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the implementation of the Seventh National Development Plan (SNDP) is on schedule; (b) if so, what major goals were attained as of May, 2019; (c) what measures have been taken to ensure that the SNDP is understood by the general citizenry; and (d) what challenges, if any, have been encountered in the implementation of the SNDP.",4,,,,0,,,,,11,,,3,,0,0,341,58,1,4.896551724137931,15.230517241379317,25.543793103448277,0.065,0.0,0.935,0.4404,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,1,5,3,1014.0,1636.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Thursday, 13th February, 2020",https://www.parliament.gov.zm/node/8281,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,124,Mr A Mumba (Kantanshi),Minister of Finance,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any alternative economic recovery plans in the event that the International Monetary Fund (IMF) bailout package falls through; (b) if so, what the plans are; (c) what immediate measures the Government is taking to raise the import cover to three months; and (d) why the exercise to dismantle the national debt has slowed down.",4,,,,0,,,,,11,,,17,,0,0,357,59,1,5.067796610169491,9.295762711864427,26.620000000000008,0.0,0.064,0.936,-0.4404,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,6,5,10,1014.0,1444.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Thursday, 13th February, 2020",https://www.parliament.gov.zm/node/8281,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,126,Mr A Mumba (Kantanshi),"Minister of Commerce, Trade and Industry",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) when the Government last undertook an assessment of the trade volumes at Kasumbalesa and Mukambo Border Posts; (b) whether the Government has any plans to establish Trade Desks at the two Border Posts to capture trade volumes and foreign currency inflows and outflows; (c) if so, when the plans will be implemented; (d) whether the Government is encouraging commercial banks to establish banks at the two Border Posts; and (e) if so, whether any commercial banks will be opened at the two Border Posts.",5,,,,0,,,,,11,,,18,,0,0,506,85,1,4.964705882352941,-9.823529411764682,35.74588235294118,0.039,0.0,0.961,0.5267,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,0,Mr A Mumba (Kantanshi),Kantanshi,A Mumba,Male,Unknown,0,0,0,1,7,0,1,5,16,1014.0,1417.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
